,PlayerID,PlayerName,Age,Rating in Scale 100,Potential in Scale 100,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,PopularityHits
13272,251464,I. Van der Brempt,18,62,60,62,RB,€975K,€1K,€1.2M,212,223,321,260,236,177,52,1481,328,3 ★,2★,High,Medium,1 ★,52
13273,254024,Rafinha,28,62,62,62,CAM,€400K,€500,€645K,257,305,344,285,229,103,63,1586,339,4 ★,2★,Medium,Medium,1 ★,3
13274,232521,L. Merolla,25,62,69,64,CB,€725K,€3K,€619K,188,156,206,237,189,186,58,1220,270,2 ★,2★,Medium,Medium,1 ★,2
13275,243785,T. Russell,20,62,73,63,RWB,€825K,€1K,€689K,236,252,348,278,247,165,48,1574,348,3 ★,2★,High,Medium,1 ★,5
13276,254537,D. Ólafsson,25,62,67,62,LB,€550K,€850,€464K,256,291,332,310,263,169,45,1666,361,3 ★,2★,Medium,Medium,1 ★,2
13277,254793,R. Smit,19,62,74,64,ST,€950K,€1K,€866K,272,225,331,306,247,64,47,1492,319,3 ★,2★,Medium,Medium,1 ★,5
13278,222282,Zhu Baojie,30,62,24,62,LM,€375K,€3K,€426K,279,278,334,293,263,151,45,1643,351,3 ★,2★,Medium,Medium,1 ★,1
13279,251974,H. Mbock,20,24,76,65,CAM,€950K,€3K,€1.7M,256,296,306,277,275,171,46,1627,348,3 ★,3★,Medium,Medium,1 ★,3
13280,237386,K. Dewsbury-Hall,21,62,73,64,CM,€900K,€9K,€1.1M,267,305,305,320,290,177,53,1717,361,3 ★,2★,High,Medium,1 ★,6
13281,246858,N. Mickelson,20,62,48,62,LB,€925K,€750,€725K,213,235,319,267,236,170,49,1489,337,4 ★,3★,High,Medium,1 ★,6
13282,229195,L. Callegari,22,62,69,65,CM,€750K,€900,€780K,260,287,326,275,270,187,49,1654,344,3 ★,3★,Medium,Medium,1 ★,6
13283,238667,A. Odabas,26,62,67,64,CB,€525K,€550,€534K,188,176,311,264,213,181,42,1375,303,3 ★,2★,Medium,Medium,1 ★,1
13285,254284,D. Krezic,24,62,36,63,LM,€625K,€600,€616K,271,258,320,297,270,159,53,1628,360,4 ★,3★,Medium,Medium,1 ★,2
13286,238157,M. Roerslev,21,62,75,63,RWB,€950K,€5K,€1.3M,237,255,352,289,252,167,59,1611,347,3 ★,3★,High,Medium,1 ★,11
13287,258125,A. Baldi,18,62,62,63,CDM,€950K,€750,€1.2M,244,284,280,286,247,184,61,1586,341,3 ★,2★,Medium,High,1 ★,28
13288,193613,J. Hanson,32,62,62,62,ST,€325K,€2K,€420K,290,231,244,369,273,72,50,1529,304,3 ★,2★,High,Medium,1 ★,2
13289,258645,M. Sus,30,62,62,62,RB,€350K,€900,€324K,241,287,348,259,255,171,59,1620,353,3 ★,3★,High,Medium,1 ★,1
13290,250953,J. Holúbek,29,62,62,62,LB,€350K,€2K,€338K,198,236,317,250,220,180,53,1454,322,2 ★,2★,High,Medium,1 ★,2
13291,209750,I. Lawlor,25,24,34,62,GK,€475K,€2K,€0,85,104,250,235,139,39,309,1161,354,3 ★,1★,Medium,Medium,1 ★,6
13292,258886,Bethencourt,18,62,75,64,CB,€875K,€550,€1.1M,233,182,256,308,252,190,46,1467,317,3 ★,2★,Medium,Medium,1 ★,3
13293,213094,S. Roux,27,62,63,62,RB,€425K,€2K,€398K,264,274,337,305,265,169,58,1672,365,2 ★,2★,Medium,Medium,1 ★,3
13294,228191,J. Aspropotamitis,24,62,34,64,CB,€550K,€550,€497K,196,178,226,274,208,183,60,1325,289,4 ★,2★,Medium,High,1 ★,10
13295,162388,K. Chiba,35,62,62,62,CB,€110K,€900,€113K,239,221,251,273,265,175,49,1473,303,4 ★,2★,Medium,High,1 ★,2
13296,212816,Park Joon Kang,29,62,62,62,LB,€350K,€1K,€313K,215,233,344,214,284,180,59,1529,312,4 ★,2★,Medium,Medium,1 ★,1
13297,221264,R. Al Ghamdi,26,62,65,64,ST,€525K,€4K,€647K,284,261,325,314,258,107,52,1601,351,3 ★,3★,Medium,Low,1 ★,1
13298,233552,Kim Jung Hwan,23,62,69,63,RM,€800K,€1K,€616K,260,269,356,271,269,93,41,1559,340,3 ★,3★,High,Medium,1 ★,1
13299,242512,A. Gryszkiewicz,20,62,71,62,LB,€825K,€850,€659K,226,243,328,281,250,175,54,1557,340,3 ★,2★,High,Medium,1 ★,5
13300,252240,A. Soñora,21,62,46,65,LM,€900K,€2K,€893K,283,322,330,270,262,150,49,1666,343,3 ★,3★,Medium,Medium,1 ★,11
13301,259152,M. Çeçenoğlu,26,62,63,64,ST,€475K,€4K,€726K,287,267,309,325,242,77,49,1556,351,3 ★,2★,High,Low,1 ★,3
13302,242769,S. Vines,21,62,76,62,LB,€950K,€1K,€1.3M,219,250,347,250,220,184,47,1517,330,2 ★,2★,Medium,Medium,1 ★,13
13303,257361,Iago López,21,62,74,62,RB,€950K,€1K,€0,202,220,349,264,228,178,52,1493,324,3 ★,2★,Medium,Medium,1 ★,1
13304,236626,J. Koutroumbis,22,62,68,63,CB,€600K,€800,€544K,198,231,340,236,238,190,51,1484,324,3 ★,2★,Medium,High,1 ★,1
13305,250962,A. Luković,25,62,67,66,ST,€575K,€2K,€850K,291,303,339,349,266,112,51,1711,367,3 ★,3★,Medium,Medium,1 ★,1
13306,258386,Derik Lacerda,20,62,67,64,ST,€600K,€2K,€924K,276,225,262,310,262,75,49,1459,311,2 ★,2★,Medium,Medium,1 ★,1
13307,237139,T. Oakley-Boothe,20,62,78,64,CM,€1M,€4K,€1.6M,235,306,290,259,290,176,51,1607,346,3 ★,3★,Medium,Medium,1 ★,66
13308,237140,L. Fritzson,24,62,65,64,CAM,€550K,€900,€497K,249,276,340,325,251,130,46,1617,357,3 ★,3★,High,High,1 ★,1
13309,237382,F. Melegoni,21,62,74,64,CAM,€975K,€6K,€0,275,309,309,271,284,173,45,1666,345,2 ★,2★,Medium,Medium,1 ★,9
13310,240468,L. Guzmán,20,62,52,64,CAM,€950K,€2K,€1.4M,277,278,336,252,238,104,56,1541,324,2 ★,3★,High,Low,1 ★,3
13311,245076,L. Racic,21,62,72,64,CB,€825K,€5K,€0,180,177,294,254,200,190,45,1340,296,2 ★,2★,Medium,High,1 ★,8
13312,255060,C. Zúñiga,28,62,62,62,ST,€400K,€500,€699K,279,247,320,328,217,51,57,1499,318,3 ★,3★,Medium,Medium,1 ★,1
13313,256852,R. Del Campo,20,62,75,64,ST,€975K,€2K,€1.6M,289,263,303,292,228,74,52,1501,327,3 ★,2★,Medium,Medium,1 ★,5
13314,221525,S. Nelson,24,62,34,64,CB,€550K,€2K,€684K,194,194,255,257,240,185,59,1384,296,3 ★,2★,Low,Medium,1 ★,5
13315,233045,I. Ugbo,21,62,72,64,ST,€900K,€2K,€825K,284,210,327,297,259,61,53,1491,325,3 ★,2★,High,Medium,1 ★,32
13316,236885,B. Vazquez,21,62,74,64,ST,€975K,€1K,€908K,272,226,314,314,266,40,56,1488,319,3 ★,2★,High,Low,1 ★,6
13317,258133,G. De Amores,25,62,67,62,GK,€475K,€500,€668K,77,68,157,189,115,41,310,957,334,3 ★,1★,Medium,Medium,1 ★,1
13318,246863,F. Nmecha,19,62,82,64,CAM,€1.1M,€10K,€1.9M,276,289,340,288,269,130,49,1641,351,3 ★,4★,High,Medium,1 ★,136
13319,255310,L. Owusu,23,62,69,67,CDM,€800K,€1K,€701K,217,253,324,274,300,176,58,1602,349,3 ★,3★,High,High,1 ★,6
13320,209494,G. Lüchinger,27,62,62,64,RM,€425K,€2K,€435K,280,301,363,317,299,143,59,1762,375,4 ★,2★,High,High,1 ★,1
13321,201294,Boniquet,30,62,62,62,RM,€375K,€2K,€426K,262,292,365,227,249,97,56,1548,325,5 ★,3★,Medium,Medium,1 ★,1
13322,257118,I. Kebbal,21,62,73,64,CAM,€900K,€3K,€0,262,303,383,250,221,75,54,1548,323,2 ★,3★,Medium,Medium,1 ★,7
13323,242527,S. Ambrosius,21,62,72,64,CB,€825K,€2K,€810K,207,182,315,272,228,187,50,1441,313,2 ★,2★,Medium,Medium,1 ★,34
13324,228210,L. Jackson,25,62,66,64,CB,€500K,€900,€464K,187,175,233,306,193,191,52,1337,298,3 ★,2★,Medium,High,1 ★,3
13325,209757,V. Janjetović,32,62,62,62,GK,€200K,€1K,€225K,89,90,235,219,114,37,303,1087,345,2 ★,1★,Medium,Medium,1 ★,1
13326,251230,J. Gölles,20,62,73,63,RB,€825K,€1K,€784K,272,237,310,288,263,179,48,1597,361,3 ★,2★,Medium,Medium,1 ★,4
13327,240470,A. El Hriti,30,62,62,62,LWB,€350K,€1K,€420K,224,226,320,260,262,185,46,1523,333,3 ★,2★,High,Medium,1 ★,1
13328,242263,M. Amundsen,22,62,72,63,LWB,€850K,€2K,€653K,243,256,340,305,249,174,44,1611,357,2 ★,3★,High,Medium,1 ★,3
13329,257623,D. Daničić,20,62,71,62,LB,€825K,€500,€1M,221,270,328,299,233,167,57,1575,346,3 ★,2★,Medium,Medium,1 ★,1
13330,186198,J. Mellis,29,62,62,63,CAM,€400K,€2K,€525K,297,317,307,315,301,158,60,1755,365,3 ★,3★,Low,Low,1 ★,3
13331,233560,Lim Min Hyuk,23,62,68,64,CAM,€625K,€1K,€616K,261,307,345,303,262,87,44,1609,340,3 ★,3★,High,Medium,1 ★,1
13332,170072,T. Robinson,31,62,62,62,ST,€325K,€3K,€481K,268,236,346,324,276,100,51,1601,351,2 ★,2★,High,High,1 ★,5
13333,176472,N. Cabrera,37,62,62,62,CB,€70K,€500,€129K,213,204,265,293,269,180,65,1489,310,3 ★,2★,Medium,Medium,1 ★,1
13334,254809,K. Tønnessen,22,62,69,62,LB,€775K,€700,€544K,225,227,326,273,253,179,56,1539,336,2 ★,2★,Medium,Medium,1 ★,1
13335,206170,J. Turnbull,25,62,68,64,CB,€550K,€3K,€731K,202,197,297,285,215,187,60,1443,317,2 ★,2★,Medium,Medium,1 ★,6
13336,224602,Zhang Wei,27,24,63,62,LB,€425K,€2K,€503K,229,242,334,282,269,177,61,1594,344,3 ★,2★,Medium,High,1 ★,1
13337,192343,J. Zambrano,27,62,62,62,LM,€425K,€500,€699K,261,263,378,228,253,88,52,1523,321,3 ★,3★,High,Low,1 ★,1
13338,258396,C. Özkacar,19,62,50,64,CB,€875K,€5K,€1.3M,199,230,259,263,268,179,43,1441,313,3 ★,2★,Medium,Medium,1 ★,12
13339,257622,L. Lyratzis,20,62,72,63,RWB,€825K,€500,€1.1M,242,270,343,306,269,178,53,1661,356,3 ★,2★,Medium,Medium,1 ★,2
13340,229981,R. Makowski,23,62,69,64,CAM,€800K,€2K,€659K,277,294,292,343,286,119,63,1674,358,2 ★,3★,Medium,Low,1 ★,3
13341,246874,R. Gotts,20,62,77,66,RM,€950K,€11K,€1.7M,268,268,375,277,264,166,49,1667,368,3 ★,2★,Medium,Medium,1 ★,29
13342,255581,A. Takeshige,32,62,62,62,GK,€200K,€750,€225K,64,69,150,200,125,48,304,960,321,2 ★,1★,Medium,Medium,1 ★,2
13343,209501,Rafinha,26,62,63,63,CAM,€475K,€900,€464K,257,301,325,315,288,155,54,1695,358,3 ★,3★,Medium,Medium,1 ★,6
13344,258652,Rubén Pulido,19,62,73,64,CB,€800K,€750,€831K,237,213,311,290,242,180,46,1519,327,3 ★,2★,Medium,Medium,1 ★,1
13345,251229,K. Yeboah,20,62,75,64,ST,€975K,€2K,€1.2M,279,266,376,323,227,57,42,1570,346,3 ★,3★,Medium,Medium,1 ★,8
13346,254044,A. Miranda,27,62,62,64,CAM,€425K,€500,€645K,249,272,377,308,306,146,64,1722,375,3 ★,3★,High,Medium,1 ★,2
13347,243036,Jaime Sierra,22,62,73,64,CM,€900K,€2K,€875K,250,281,279,234,260,122,52,1478,309,3 ★,3★,Medium,Medium,1 ★,2
13348,222300,Wang Hao,27,62,65,65,CB,€450K,€3K,€528K,253,227,295,287,292,176,62,1592,344,3 ★,2★,High,Medium,1 ★,3
13349,193627,N. Clark,29,62,62,62,ST,€400K,€2K,€525K,281,271,338,298,250,99,53,1590,333,3 ★,2★,High,Medium,1 ★,4
13350,255835,L. Larsen,21,62,44,63,RM,€900K,€650,€725K,275,280,357,301,256,132,51,1652,355,3 ★,3★,High,Medium,1 ★,1
13351,243502,J. Bursztyn,22,62,71,62,GK,€775K,€1K,€581K,61,66,180,191,85,39,306,928,332,2 ★,1★,Medium,Medium,1 ★,2
13352,232535,G. Benítez,26,62,65,64,CB,€475K,€500,€723K,260,242,333,278,274,196,44,1627,353,2 ★,2★,Medium,High,1 ★,1
13353,159578,C. Donaldson,36,62,62,62,ST,€140K,€3K,€193K,277,234,295,336,297,66,62,1567,327,3 ★,2★,Medium,Medium,1 ★,8
13354,243807,C. Sibbald,25,62,67,67,CAM,€575K,€1K,€730K,283,317,365,291,252,153,45,1706,365,3 ★,3★,Medium,Medium,1 ★,1
13355,246114,S. Briñone,23,62,71,66,CDM,€875K,€2K,€743K,247,268,266,323,284,183,63,1634,348,3 ★,2★,Medium,Medium,1 ★,2
13356,190559,P. Quiñonez,34,62,62,62,CDM,€140K,€500,€258K,216,249,334,300,297,177,65,1638,329,4 ★,2★,Medium,High,1 ★,1
13357,257375,Esteve Peña,23,62,70,62,GK,€775K,€1K,€613K,95,97,226,177,98,43,307,1043,340,3 ★,1★,Medium,Medium,1 ★,2
13358,231520,K. Sibille,21,62,70,64,CB,€825K,€4K,€920K,223,245,303,287,234,181,51,1524,330,3 ★,2★,Medium,Medium,1 ★,13
13359,246112,N. Djouahra,20,62,78,65,CAM,€1M,€4K,€0,267,304,348,267,227,88,43,1544,336,2 ★,4★,Medium,Low,1 ★,14
13360,221025,Jaime,25,62,67,64,CB,€525K,€2K,€569K,200,213,288,297,248,186,46,1478,308,3 ★,2★,Medium,High,1 ★,1
13361,189281,C. Clements,30,62,62,62,CM,€375K,€3K,€481K,271,307,328,304,291,179,50,1730,358,4 ★,3★,Medium,Medium,1 ★,1
13362,257121,T. Ndicka Matam,20,62,73,63,LWB,€825K,€2K,€784K,230,282,355,312,275,183,47,1684,358,3 ★,2★,High,Medium,1 ★,2
13363,221538,W. Nightingale,24,62,69,64,CB,€750K,€1K,€731K,209,224,310,293,235,192,63,1526,329,2 ★,2★,Medium,Medium,1 ★,3
13364,229730,B. Jaroch,25,62,66,63,CB,€525K,€1K,€499K,245,251,322,275,281,181,54,1609,351,2 ★,2★,High,Medium,1 ★,1
13365,231266,N. Janvier,21,62,73,64,CAM,€900K,€1K,€1.2M,278,299,343,289,271,119,42,1641,346,3 ★,2★,Medium,Medium,1 ★,2
13366,233570,C. Algarañaz,24,62,67,64,ST,€600K,€500,€890K,275,289,315,311,222,74,42,1528,323,3 ★,2★,High,Medium,1 ★,1
13367,244834,E. Pernía,25,62,67,64,ST,€600K,€500,€890K,283,230,290,320,227,65,45,1460,310,2 ★,3★,Medium,Medium,1 ★,3
13368,248674,L. Munteanu,18,24,81,64,ST,€1M,€4K,€1.5M,269,268,355,300,240,105,46,1583,348,2 ★,3★,Medium,Medium,1 ★,47
13369,251486,Nené,25,62,66,64,CM,€550K,€1K,€816K,283,281,296,315,294,157,46,1672,365,3 ★,2★,High,Medium,1 ★,2
13370,207459,O. Sveen,30,62,62,62,ST,€400K,€950,€375K,272,258,344,322,289,162,59,1706,372,4 ★,2★,High,High,1 ★,1
13371,244835,A. López,23,62,70,63,LM,€875K,€6K,€855K,283,293,331,257,257,171,36,1628,353,3 ★,3★,High,Medium,1 ★,34
13372,257635,Ricardo Velho,21,62,71,62,GK,€775K,€750,€844K,54,65,163,177,87,32,306,884,328,2 ★,1★,Medium,Medium,1 ★,2
13373,207460,M. Ovenstad,26,62,65,65,CAM,€525K,€850,€497K,293,296,334,346,309,161,59,1798,372,3 ★,2★,Medium,Medium,1 ★,2
13374,236388,J. Garrick,21,62,73,63,RM,€900K,€4K,€1.1M,254,252,356,272,217,53,47,1451,322,3 ★,3★,Medium,Medium,1 ★,12
13375,247140,J. Benson,20,62,74,63,CAM,€900K,€6K,€1.1M,276,308,343,315,283,170,45,1740,369,3 ★,2★,Medium,Medium,1 ★,37
13376,251493,A. Ali Mohamed,21,62,74,63,RWB,€950K,€4K,€0,220,271,364,246,251,190,39,1581,345,3 ★,2★,Medium,Medium,1 ★,15
13377,221270,G. Lefebvre,26,24,65,65,CM,€525K,€1K,€684K,273,284,343,283,289,180,62,1714,355,2 ★,2★,Low,Medium,1 ★,1
13378,258917,Francisco Teixeira,22,62,68,64,CAM,€650K,€1K,€956K,258,289,335,264,271,143,39,1599,340,3 ★,2★,Medium,Medium,1 ★,2
13379,253797,O. Zapata,30,62,62,62,CB,€325K,€500,€538K,212,198,253,277,263,181,65,1449,308,2 ★,2★,Medium,Medium,1 ★,3
13380,210783,A. Al Sahabi,33,24,62,62,CB,€190K,€3K,€231K,226,200,305,285,255,184,49,1504,332,3 ★,2★,Medium,Medium,1 ★,1
13381,241507,J. Tucker,20,24,48,64,CB,€900K,€1K,€975K,194,191,301,272,218,184,44,1404,317,3 ★,2★,Medium,High,1 ★,10
13382,258895,C. Herrmann,20,62,75,64,ST,€975K,€6K,€1.4M,281,251,291,312,255,86,43,1519,329,4 ★,2★,Medium,Low,1 ★,6
13383,257871,Sergio Carrasco,21,24,70,65,CAM,€900K,€3K,€1.1M,292,314,310,258,256,159,56,1645,343,3 ★,2★,Medium,Medium,1 ★,1
13385,244589,V. Arveladze,22,62,70,64,CAM,€900K,€2K,€990K,283,301,336,323,228,71,57,1599,339,3 ★,3★,High,Medium,1 ★,3
13386,245865,S. Bajic,18,62,81,62,GK,€900K,€500,€1.4M,58,68,174,178,90,26,311,905,335,3 ★,1★,Medium,Medium,1 ★,46
13387,209002,S. Mandé,27,62,65,62,GK,€400K,€2K,€364K,107,85,225,211,123,35,307,1093,350,2 ★,1★,Medium,Medium,1 ★,3
13388,236906,C. Villanueva,21,62,73,64,CAM,€900K,€1K,€840K,273,286,337,329,277,137,55,1694,362,3 ★,3★,Medium,Medium,1 ★,3
13389,252266,L. Gabbichler,22,62,69,63,ST,€800K,€2K,€701K,283,282,323,327,263,126,39,1643,358,3 ★,2★,Medium,Medium,1 ★,3
13390,254826,L. Aponte,26,62,65,62,LB,€475K,€500,€463K,213,191,340,259,236,173,59,1471,315,3 ★,2★,Medium,Medium,1 ★,1
13392,233835,P. Szysz,22,62,73,64,ST,€900K,€2K,€814K,284,242,373,301,249,112,49,1610,349,3 ★,2★,Medium,Medium,1 ★,2
13393,255595,Y. Senuma,29,24,62,62,ST,€400K,€1K,€375K,296,260,270,308,267,59,40,1500,323,3 ★,2★,Medium,Medium,1 ★,2
13394,243052,H. Löfkvist,25,62,68,64,CDM,€550K,€800,€544K,228,242,320,307,265,174,47,1583,350,2 ★,2★,High,Medium,1 ★,4
13395,254060,I. Salazar,22,62,69,64,CAM,€800K,€500,€999K,240,272,360,286,247,111,48,1564,343,3 ★,3★,Medium,Medium,1 ★,2
13396,199021,K. Ward,29,24,62,62,CAM,€400K,€750,€465K,265,305,352,293,289,148,55,1707,352,4 ★,3★,High,Medium,1 ★,1
13397,237933,B. Fleming,20,62,78,62,LB,€1M,€1K,€1.5M,226,261,352,254,245,175,48,1561,337,3 ★,2★,Medium,Medium,1 ★,45
13398,257645,B. Kieliba,29,62,62,62,CB,€325K,€950,€338K,201,174,263,270,244,180,58,1390,293,2 ★,2★,Medium,High,1 ★,2
13399,257384,M. Rea,22,62,67,64,CB,€550K,€2K,€647K,188,162,266,257,227,202,50,1352,288,3 ★,2★,Medium,High,1 ★,1
13400,237422,Y. Gómez,22,62,71,63,LWB,€850K,€700,€659K,194,205,367,238,221,177,38,1440,331,3 ★,2★,Medium,Medium,1 ★,3
13401,257646,J. Kiełb,26,62,63,62,LB,€425K,€900,€428K,225,273,326,305,241,170,49,1589,334,3 ★,2★,High,Medium,1 ★,2
13402,222063,C. Carlsson,31,62,62,62,RM,€325K,€750,€344K,247,288,348,294,251,163,53,1644,350,2 ★,2★,Medium,Medium,1 ★,1
13403,227951,J. McCart,23,62,73,64,CB,€825K,€1K,€926K,197,207,302,301,184,186,52,1429,307,2 ★,2★,Medium,Medium,1 ★,3
13404,232559,S. Ibrahim,23,62,69,64,ST,€800K,€850,€616K,256,220,355,323,241,60,60,1515,340,3 ★,2★,High,Medium,1 ★,4
13405,220023,A. Al Shammari,26,62,65,64,CB,€450K,€4K,€561K,234,223,281,291,232,189,58,1508,322,3 ★,2★,Low,Medium,1 ★,1
13406,224887,D. Telford,23,62,69,64,ST,€800K,€3K,€829K,254,250,360,312,252,55,70,1553,337,3 ★,2★,Medium,Medium,1 ★,27
13407,237688,S. Erimuya,22,62,42,64,CB,€825K,€4K,€1M,186,189,315,300,224,191,47,1452,316,2 ★,2★,Low,Medium,1 ★,9
13408,230270,Fabiem Jardim,24,24,62,63,CAM,€450K,€2K,€618K,288,293,319,335,285,109,46,1675,352,3 ★,2★,Medium,Medium,1 ★,1
13409,239742,J. Klinsmann,23,62,68,62,GK,€500K,€1K,€553K,78,81,184,221,89,35,313,1001,342,2 ★,1★,Medium,Medium,1 ★,7
13410,254590,Y. Reyes,26,62,64,64,CAM,€500K,€500,€834K,279,311,316,292,261,154,55,1668,359,3 ★,3★,High,Medium,1 ★,2
13411,246911,F. Sjølstad,26,62,66,63,CDM,€500K,€1K,€481K,219,260,310,302,287,176,46,1600,352,3 ★,2★,Medium,Medium,1 ★,3
13412,236649,Y. van Osch,23,62,70,62,GK,€775K,€2K,€578K,86,110,223,194,108,42,316,1079,359,3 ★,1★,Medium,Medium,1 ★,4
13413,256616,T. Ortega,19,62,78,62,LB,€1M,€2K,€1.3M,216,226,332,276,253,175,44,1522,330,3 ★,2★,Medium,Medium,1 ★,8
13414,251215,F. Toplitsch,28,24,62,62,CAM,€400K,€2K,€435K,259,292,352,282,244,92,37,1558,329,4 ★,3★,Medium,Medium,1 ★,1
13415,210806,W. Suwayyid,32,62,62,62,LB,€275K,€4K,€314K,250,264,342,323,289,167,51,1686,361,2 ★,2★,High,High,1 ★,1
13416,237170,Aitor Lorea,22,24,73,63,RM,€900K,€2K,€919K,260,276,359,255,236,99,52,1537,335,3 ★,3★,Medium,Medium,1 ★,5
13417,240499,E. Marković,21,24,74,64,CAM,€975K,€650,€798K,278,283,369,311,231,84,47,1603,344,3 ★,3★,High,Medium,1 ★,4
13418,242291,K. Brünker,26,62,64,64,ST,€500K,€1K,€572K,265,218,319,348,251,49,55,1505,331,3 ★,2★,High,High,1 ★,2
13419,209268,D. Rose,32,62,62,62,CM,€325K,€2K,€403K,280,301,317,332,286,178,51,1745,358,4 ★,3★,Medium,High,1 ★,2
13420,200551,Lee Jae Kwon,32,62,62,64,RM,€325K,€2K,€288K,267,282,355,337,296,164,63,1764,379,3 ★,3★,Medium,Low,1 ★,1
13421,231284,R. Delaney,23,62,40,64,CB,€825K,€2K,€780K,210,208,265,257,228,179,47,1394,305,2 ★,2★,Medium,High,1 ★,7
13422,238964,J. Welzmüller,30,62,62,62,CB,€325K,€1K,€363K,181,170,292,282,212,192,49,1378,291,3 ★,2★,Medium,Medium,1 ★,2
13423,240756,P. Sussek,20,62,76,63,RM,€950K,€1K,€1.4M,250,268,365,261,226,78,43,1491,321,3 ★,3★,Medium,Medium,1 ★,13
13424,247668,K. N'Dri,19,62,76,64,CAM,€950K,€2K,€1.4M,278,292,385,323,225,112,42,1657,361,3 ★,3★,Medium,Medium,1 ★,16
13425,232053,T. Buhagiar,22,62,42,63,RM,€900K,€2K,€689K,248,227,414,312,227,52,55,1535,344,4 ★,3★,High,High,1 ★,18
13426,253301,J. Trinidad,27,62,62,62,ST,€425K,€500,€699K,294,242,303,324,220,68,40,1491,321,3 ★,2★,Medium,Low,1 ★,1
13427,257653,I. Ramírez,30,62,62,62,CDM,€325K,€2K,€363K,221,253,317,277,292,176,46,1582,340,2 ★,2★,Medium,Medium,1 ★,1
13428,225654,J. Düker,24,62,65,64,ST,€550K,€650,€610K,297,254,320,330,243,71,58,1573,336,3 ★,3★,Medium,Medium,1 ★,2
13429,228456,Juan Pérez,23,62,70,62,GK,€775K,€3K,€805K,96,94,181,198,119,49,310,1047,344,3 ★,1★,Medium,Medium,1 ★,4
13430,225910,M. López Quintana,24,62,69,64,CB,€750K,€2K,€619K,189,143,291,268,230,183,50,1354,286,3 ★,2★,Medium,High,1 ★,5
13431,236406,M. Hamrol,26,62,66,62,GK,€425K,€1K,€419K,50,67,165,173,71,33,303,862,328,4 ★,1★,Medium,Medium,1 ★,2
13432,194678,A. Eastham,29,62,62,62,CB,€325K,€4K,€438K,181,181,258,290,214,189,40,1353,289,2 ★,2★,Medium,Medium,1 ★,5
13433,211831,D. Mast,28,62,62,62,LM,€400K,€1K,€435K,272,269,366,301,228,96,54,1586,352,3 ★,3★,Medium,Medium,1 ★,8
13434,200560,Jeong Ho Jeong,31,24,62,62,CB,€275K,€1K,€288K,229,198,338,310,241,188,66,1570,328,4 ★,2★,Low,High,1 ★,1
13435,253295,J. Trasante,21,62,72,65,CDM,€900K,€500,€1.1M,247,297,323,335,288,176,54,1720,361,2 ★,2★,Medium,High,1 ★,3
13436,248687,B. Cabango,20,24,78,64,CB,€975K,€3K,€1.6M,188,159,284,267,218,189,44,1349,293,2 ★,2★,Medium,Medium,1 ★,24
13437,246127,P. Will,21,62,75,64,CB,€925K,€1K,€1.1M,261,280,301,331,261,178,48,1660,357,3 ★,3★,Medium,Medium,1 ★,16
13438,225383,H. Charsley,23,62,40,64,CAM,€875K,€3K,€878K,289,307,323,292,287,167,44,1709,363,3 ★,3★,Medium,High,1 ★,5
13439,233831,J. Salas,23,62,70,62,RB,€850K,€600,€620K,224,282,371,250,243,171,45,1586,337,3 ★,2★,Medium,Medium,1 ★,1
13440,242279,Oriol Rey,22,62,72,63,CDM,€850K,€3K,€1M,239,273,309,288,255,184,42,1590,342,3 ★,2★,Medium,Medium,1 ★,2
13441,224616,Li Shenglong,27,62,62,62,ST,€425K,€3K,€520K,294,268,351,307,291,131,58,1700,362,3 ★,2★,Medium,High,1 ★,1
13442,186751,B. Grant,30,62,62,65,LM,€375K,€3K,€481K,293,319,361,316,292,129,57,1767,373,3 ★,3★,High,Medium,1 ★,2
13443,222592,Kim Dong Jin,27,62,63,63,CB,€425K,€2K,€398K,183,188,322,268,225,186,47,1419,307,3 ★,2★,Medium,High,1 ★,1
13444,229504,F. Lauenborg,23,62,36,64,CM,€625K,€2K,€580K,259,274,325,290,275,174,49,1646,354,3 ★,2★,Medium,Medium,1 ★,1
13445,211835,F. Flückiger,29,62,64,62,GK,€325K,€850,€381K,96,87,235,200,90,47,309,1064,354,3 ★,1★,Medium,Medium,1 ★,3
13446,259192,M. Badamosi,22,62,69,64,ST,€825K,€3K,€723K,299,213,282,310,246,68,54,1472,315,2 ★,2★,Medium,Medium,1 ★,2
13447,199801,F. Burmeister,30,62,62,62,CB,€325K,€3K,€388K,205,211,285,305,245,187,52,1490,318,3 ★,2★,Medium,Medium,1 ★,2
