,Age,Rating in Scale 100,Potential in Scale 100,PreferredFoot,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,Composure,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,Pace,Shooting,Passing,Dribbling.1,Defending,Physical
14867,19,60,74,Right,60,LW,575000.0,2000.0,956000.0,238,255,366,244,187,48,60,43,1393,305,3,3,High,Low,1,81,49.0,52,64,21,38
14869,23,60,65,Right,62,CB,325000.0,2000.0,456000.0,194,176,272,288,230,54,179,32,1371,301,3,2,Medium,Medium,1,57,32.0,43,39,60,70
14870,24,60,68,Right,60,GK,475000.0,500.0,372000.0,108,113,226,239,136,46,56,294,1172,344,2,1,Medium,Medium,1,59,57.0,58,62,50,58
14871,20,60,73,Right,61,CB,575000.0,3000.0,984000.0,214,222,330,253,228,46,179,39,1465,313,3,2,Medium,Medium,1,68,31.0,47,52,59,56
14872,23,60,63,Left,62,CB,300000.0,1000.0,318000.0,190,176,270,262,199,56,181,53,1331,287,2,2,Medium,High,1,50,24.0,37,46,60,70
14874,34,60,60,Right,60,GK,40000.0,500.0,194000.0,57,158,184,207,77,21,43,301,1027,324,3,1,Medium,Medium,1,60,61.0,60,61,23,59
14875,23,60,69,Right,61,RM,550000.0,2000.0,0.0,248,267,334,256,231,53,106,52,1494,330,2,2,High,Medium,1,71,50.0,53,63,41,52
14876,28,60,60,Right,60,RB,220000.0,3000.0,297000.0,206,222,369,255,232,48,174,61,1519,326,3,2,Medium,Medium,1,77,30.0,48,58,56,57
14877,19,60,72,Right,62,ST,600000.0,500.0,900000.0,266,222,306,290,208,46,68,56,1416,300,3,2,High,Low,1,60,58.0,45,58,27,52
14878,23,60,66,Right,60,GK,325000.0,800.0,410000.0,82,82,228,205,114,38,46,292,1049,335,2,1,Medium,Medium,1,60,59.0,56,60,43,57
14879,20,60,72,Right,63,CAM,550000.0,700.0,683000.0,275,280,351,307,274,58,164,52,1703,364,3,2,Medium,Medium,1,72,56.0,59,61,54,62
14880,21,60,68,Left,62,CB,525000.0,2000.0,481000.0,227,234,263,305,232,46,176,38,1475,320,3,2,Medium,Medium,1,53,40.0,50,50,58,69
14881,20,60,72,Right,61,RWB,575000.0,750.0,543000.0,196,244,336,266,236,45,165,47,1490,326,3,2,Medium,Medium,1,70,28.0,49,60,54,65
14883,21,60,70,Right,62,CB,525000.0,950.0,690000.0,250,266,339,311,279,60,182,44,1671,344,2,2,Medium,Medium,1,65,49.0,55,55,59,61
14884,21,60,68,Right,61,ST,550000.0,500.0,705000.0,269,267,360,294,231,47,117,48,1586,339,3,3,Medium,Low,1,78,56.0,52,65,40,48
14885,22,60,69,Left,60,LB,525000.0,500.0,481000.0,238,252,311,267,259,49,178,42,1547,328,2,2,Medium,Medium,1,61,41.0,50,58,58,60
14886,22,60,68,Left,60,LB,525000.0,2000.0,536000.0,214,224,335,287,231,48,170,55,1516,331,2,2,Medium,Medium,1,76,34.0,46,54,55,66
14887,28,60,60,Right,60,CDM,220000.0,1000.0,315000.0,222,246,280,308,290,58,164,41,1551,343,4,2,Medium,High,1,63,40.0,55,53,54,78
14889,19,60,71,Right,62,CB,500000.0,800.0,0.0,236,247,284,264,239,43,178,46,1494,318,3,2,Medium,Medium,1,54,39.0,51,53,60,61
14890,37,60,60,Right,60,GK,25000.0,500.0,31000.0,75,77,221,192,111,50,40,295,1011,328,1,1,Medium,Medium,1,61,57.0,55,60,33,62
14891,22,60,69,Left,61,LM,550000.0,2000.0,553000.0,248,272,311,264,220,51,94,57,1466,315,2,3,Medium,Medium,1,66,49.0,57,63,32,48
14892,21,60,71,Left,60,LWB,525000.0,500.0,471000.0,225,249,362,304,258,57,157,54,1609,356,3,3,Medium,Medium,1,77,46.0,50,64,51,68
14894,19,60,72,Right,62,ST,600000.0,3000.0,750000.0,255,233,293,321,239,50,62,56,1459,318,3,2,High,Medium,1,62,63.0,43,57,24,69
14896,31,60,60,Right,60,GK,130000.0,2000.0,208000.0,97,152,262,201,132,49,41,291,1176,336,1,1,Medium,Medium,1,58,53.0,56,62,45,62
14897,22,60,68,Right,63,CAM,550000.0,1000.0,525000.0,286,314,308,273,239,67,150,47,1617,344,3,2,Medium,Medium,1,66,53.0,65,63,44,53
14898,21,60,69,Right,63,CDM,550000.0,2000.0,634000.0,243,268,333,289,283,56,173,61,1650,359,3,2,Medium,Medium,1,69,50.0,58,62,56,64
14899,23,60,66,Left,62,CAM,375000.0,2000.0,536000.0,287,300,311,293,278,60,181,49,1699,360,3,2,Medium,Medium,1,63,56.0,61,61,58,61
14901,18,60,78,Right,62,CB,600000.0,500.0,750000.0,192,222,299,265,216,55,178,53,1425,312,3,2,Medium,Medium,1,64,25.0,45,54,59,65
14902,26,60,63,Right,62,CB,275000.0,1000.0,328000.0,196,171,270,280,231,42,173,50,1371,289,3,2,Medium,High,1,49,29.0,40,39,58,74
14903,18,60,74,Right,62,RM,575000.0,550.0,797000.0,244,278,352,252,238,59,123,50,1537,331,3,3,Medium,Medium,1,73,50.0,55,65,40,48
14904,26,60,65,Right,60,GK,275000.0,1000.0,365000.0,93,93,232,195,106,41,37,302,1058,348,3,1,Medium,Medium,1,61,60.0,61,62,46,58
14905,33,60,60,Right,62,CB,120000.0,1000.0,125000.0,264,268,333,321,281,58,181,50,1698,368,4,2,Medium,High,1,71,53.0,57,60,59,68
14906,23,60,65,Right,60,GK,300000.0,500.0,278000.0,96,97,190,199,106,21,43,302,1033,336,2,1,Medium,Medium,1,61,59.0,61,60,34,61
14908,22,60,70,Right,61,RM,550000.0,10000.0,0.0,248,266,322,286,237,48,125,54,1538,343,2,2,High,Medium,1,75,54.0,54,62,42,56
14909,19,60,76,Right,60,GK,575000.0,550.0,834000.0,63,64,184,186,84,27,29,298,908,324,3,1,Medium,Medium,1,56,70.0,59,57,26,56
14910,19,60,75,Left,60,GK,500000.0,500.0,1000000.0,61,72,161,167,100,32,26,292,879,315,2,1,Medium,Medium,1,61,59.0,53,61,23,58
14911,22,60,72,Right,60,GK,525000.0,500.0,525000.0,71,90,159,169,88,43,37,296,910,327,1,1,Medium,Medium,1,65,61.0,50,73,31,47
14912,20,60,74,Left,60,LB,575000.0,1000.0,967000.0,279,240,340,266,257,51,162,50,1594,341,3,2,High,High,1,70,49.0,50,60,56,56
14913,20,60,72,Right,62,ST,600000.0,1000.0,619000.0,244,216,315,320,238,45,56,53,1442,323,3,3,High,Medium,1,71,59.0,36,62,24,71
14914,24,60,68,Right,60,GK,475000.0,2000.0,408000.0,64,69,171,171,105,34,34,294,908,315,2,1,Medium,Medium,1,58,61.0,52,61,21,62
14915,19,60,78,Left,61,LM,625000.0,500.0,934000.0,252,253,356,238,207,51,76,53,1435,316,3,2,Medium,Medium,1,75,47.0,52,65,29,48
14916,20,60,73,Right,62,ST,600000.0,2000.0,830000.0,260,260,339,288,231,46,43,49,1470,302,3,2,Medium,Medium,1,65,61.0,47,65,20,44
14917,18,60,78,Right,61,CAM,625000.0,2000.0,1100000.0,261,265,359,249,225,46,64,47,1470,316,3,2,High,Medium,1,75,57.0,53,64,25,42
14918,25,60,62,Right,62,ST,325000.0,500.0,556000.0,244,228,296,303,196,42,42,61,1370,291,3,2,Medium,Low,1,55,57.0,43,58,18,60
14919,21,60,69,Right,62,CB,525000.0,2000.0,570000.0,188,176,243,267,206,45,181,53,1314,287,3,2,Low,High,1,56,30.0,36,37,62,66
14920,20,60,77,Left,61,LWB,625000.0,7000.0,0.0,237,293,324,243,280,45,173,48,1598,333,2,2,Medium,Medium,1,65,36.0,57,60,57,58
14921,23,60,71,Right,62,CB,525000.0,3000.0,601000.0,233,227,269,268,261,43,173,38,1469,316,3,2,Low,High,1,49,42.0,52,51,59,63
14922,21,60,70,Right,62,CB,525000.0,900.0,585000.0,184,168,290,269,212,59,178,51,1352,300,3,2,Low,High,1,63,28.0,41,41,59,68
14923,19,60,72,Right,60,RB,550000.0,900.0,471000.0,205,229,317,266,249,48,162,43,1471,322,3,2,Medium,Medium,1,65,31.0,52,57,55,62
14924,22,60,70,Right,62,CB,525000.0,1000.0,495000.0,192,181,266,254,216,52,174,57,1340,289,3,2,Low,High,1,55,24.0,40,41,58,71
14925,21,60,69,Left,61,CAM,550000.0,1000.0,536000.0,269,276,309,256,230,51,90,52,1482,326,2,3,Medium,Medium,1,66,61.0,54,66,30,49
14926,20,60,74,Right,62,CB,550000.0,1000.0,988000.0,248,270,317,269,280,50,185,58,1627,338,2,2,Medium,Medium,1,59,43.0,56,60,60,60
14929,19,60,75,Right,60,RB,550000.0,4000.0,1000000.0,214,217,340,236,228,42,177,53,1465,320,2,2,Medium,Medium,1,73,32.0,42,60,58,55
14930,21,60,69,Right,62,ST,550000.0,2000.0,536000.0,268,229,345,285,207,57,58,51,1443,324,3,2,Medium,Medium,1,81,59.0,46,63,23,52
14931,19,60,65,Right,63,RM,350000.0,1000.0,598000.0,245,311,329,274,248,62,134,57,1598,329,3,2,Medium,Medium,1,64,50.0,56,67,41,51
14933,26,60,63,Left,60,LWB,300000.0,550.0,305000.0,245,261,315,296,231,46,167,37,1552,336,2,2,Medium,Medium,1,66,45.0,51,54,55,65
14934,21,60,71,Right,61,CAM,550000.0,3000.0,665000.0,268,282,282,240,219,54,97,34,1422,312,3,2,Medium,Medium,1,60,54.0,58,66,30,44
14935,23,60,67,Left,60,LB,475000.0,2000.0,488000.0,229,230,352,291,247,52,167,49,1565,343,3,2,Medium,Medium,1,80,43.0,48,56,54,62
14936,19,60,75,Right,62,CAM,575000.0,4000.0,0.0,208,279,303,244,265,59,100,46,1445,312,3,2,High,Medium,1,63,46.0,58,62,32,51
14937,21,60,72,Right,62,CB,575000.0,3000.0,805000.0,229,211,329,256,253,52,178,50,1506,319,3,2,Medium,Medium,1,68,33.0,49,48,59,62
14938,20,60,73,Right,63,CAM,600000.0,2000.0,0.0,271,294,330,303,267,62,152,42,1659,349,3,3,High,Medium,1,64,54.0,60,63,50,58
14941,18,60,75,Right,62,ST,575000.0,500.0,1000000.0,272,217,253,313,263,49,50,52,1420,304,3,2,Medium,Medium,1,53,58.0,46,56,23,68
14942,26,60,64,Right,62,CB,300000.0,5000.0,426000.0,198,164,285,255,205,45,182,45,1334,295,3,2,Low,Medium,1,58,30.0,37,43,60,67
14943,24,60,65,Right,60,GK,300000.0,1000.0,289000.0,55,66,157,186,77,22,29,294,864,313,2,1,Medium,Medium,1,64,57.0,55,62,19,56
14944,29,60,60,Right,60,ST,250000.0,2000.0,368000.0,255,219,321,330,251,47,46,56,1478,325,3,2,Medium,Medium,1,75,60.0,40,58,21,71
14946,18,60,77,Right,62,CAM,625000.0,5000.0,0.0,251,299,343,303,231,60,113,52,1592,347,3,3,Medium,Medium,1,74,60.0,56,64,35,58
14947,18,60,73,Right,62,ST,575000.0,2000.0,872000.0,282,268,322,301,225,53,65,41,1504,322,3,2,Medium,Low,1,68,60.0,54,60,25,55
14948,21,60,72,Right,62,CAM,600000.0,2000.0,825000.0,272,293,327,290,264,66,149,46,1641,348,3,2,High,Medium,1,69,52.0,59,62,48,58
14949,19,60,79,Right,60,GK,575000.0,1000.0,1000000.0,54,70,166,178,85,34,35,301,889,330,3,1,Medium,Medium,1,57,58.0,64,60,29,62
14950,20,60,72,Right,63,RB,600000.0,1000.0,675000.0,269,285,371,276,280,58,177,32,1690,354,3,2,Medium,Medium,1,76,48.0,62,60,56,52
14951,19,60,73,Left,61,LM,575000.0,2000.0,970000.0,255,271,361,236,219,45,73,45,1460,314,3,3,Medium,Medium,1,77,48.0,53,68,25,43
14953,19,60,74,Right,62,CB,550000.0,1000.0,0.0,200,204,264,267,238,51,180,38,1391,298,3,2,Medium,Medium,1,54,31.0,43,44,60,66
14954,17,60,86,Left,62,CB,950000.0,500.0,1000000.0,204,207,324,276,228,56,180,50,1469,322,3,2,Medium,Medium,1,68,29.0,45,54,58,68
14955,36,60,60,Left,60,GK,25000.0,500.0,54000.0,73,77,194,198,133,46,47,296,1018,318,2,1,Medium,Medium,1,58,58.0,59,60,22,61
14956,26,60,64,Right,62,CB,300000.0,900.0,342000.0,241,241,318,304,258,47,175,53,1590,336,2,2,Medium,Medium,1,58,50.0,53,54,57,64
14957,19,60,76,Right,62,CB,600000.0,500.0,797000.0,202,197,291,260,216,54,182,58,1406,308,3,2,Medium,Medium,1,65,30.0,44,47,60,62
14958,18,60,80,Right,62,ST,675000.0,1000.0,1100000.0,264,230,323,295,267,54,76,48,1503,324,3,3,Medium,Medium,1,71,59.0,45,58,28,63
14959,23,60,64,Left,61,LM,350000.0,2000.0,502000.0,266,296,329,276,227,57,147,59,1600,337,2,3,Medium,Low,1,67,52.0,60,62,43,53
14960,20,60,73,Right,62,CB,550000.0,750.0,741000.0,207,234,328,280,246,52,176,44,1515,333,3,2,Medium,High,1,63,35.0,47,61,58,69
14961,21,60,68,Right,63,RM,550000.0,1000.0,585000.0,265,281,346,305,252,56,129,51,1629,350,3,3,High,Medium,1,75,56.0,55,63,42,59
14962,26,60,65,Left,62,CB,325000.0,2000.0,498000.0,171,169,259,263,212,49,197,48,1319,279,3,2,Medium,High,1,58,28.0,31,38,62,62
14964,21,60,68,Right,62,CM,550000.0,1000.0,690000.0,250,285,292,314,268,44,184,39,1632,347,3,2,Medium,Medium,1,64,50.0,61,56,56,60
14965,30,60,60,Left,60,CB,200000.0,2000.0,332000.0,176,143,247,240,177,51,184,58,1225,264,3,2,Medium,Medium,1,55,19.0,33,34,59,64
14966,26,60,60,Right,61,RW,275000.0,3000.0,363000.0,248,276,371,252,250,50,137,55,1589,348,3,3,High,Medium,1,80,53.0,52,65,47,51
14967,24,60,68,Left,60,GK,475000.0,800.0,360000.0,57,71,173,174,101,38,32,298,906,328,2,1,Medium,Medium,1,62,59.0,56,62,30,59
14968,24,60,67,Right,60,GK,425000.0,900.0,363000.0,53,65,178,159,80,40,33,290,858,321,3,1,Medium,Medium,1,63,55.0,54,60,31,58
14971,19,60,76,Right,62,ST,650000.0,3000.0,1200000.0,269,235,287,295,233,50,44,44,1407,301,3,3,Medium,Medium,1,60,62.0,47,57,20,55
14972,20,60,74,Right,61,CAM,600000.0,1000.0,889000.0,245,268,329,270,225,55,111,51,1499,320,2,2,Medium,Medium,1,69,51.0,55,62,34,49
14973,22,60,67,Right,60,GK,425000.0,1000.0,506000.0,65,78,188,173,91,30,32,289,916,317,2,1,Medium,Medium,1,61,51.0,52,68,28,57
14974,21,60,68,Right,61,RM,550000.0,800.0,435000.0,246,272,333,241,227,54,79,51,1449,318,3,3,Medium,Medium,1,79,55.0,51,62,26,45
14975,19,60,73,Left,61,LM,575000.0,500.0,870000.0,235,304,310,218,246,50,121,52,1486,311,3,2,Medium,Medium,1,64,40.0,61,63,35,48
14977,20,60,74,Right,62,ST,600000.0,750.0,844000.0,265,267,366,304,230,60,82,59,1573,346,3,3,High,Medium,1,81,58.0,50,63,29,65
14978,19,60,74,Left,61,LM,575000.0,3000.0,956000.0,245,260,365,259,216,51,87,50,1482,322,3,2,High,Low,1,80,51.0,50,67,29,45
14979,23,60,68,Right,62,CB,500000.0,900.0,536000.0,190,177,240,276,210,44,169,50,1312,284,3,2,Medium,Medium,1,54,24.0,45,35,58,68
14981,25,60,63,Right,62,CM,325000.0,2000.0,519000.0,254,321,283,278,277,54,167,49,1629,340,3,2,Medium,Medium,1,55,45.0,63,62,56,59
14983,25,60,66,Right,62,CB,350000.0,500.0,588000.0,205,191,242,251,208,43,180,48,1325,291,2,2,Low,High,1,54,26.0,43,44,61,63
14984,33,60,60,Right,60,GK,80000.0,1000.0,138000.0,63,67,126,143,100,52,35,294,828,306,2,1,Medium,Medium,1,54,57.0,60,57,12,66
14985,21,60,68,Right,61,RM,550000.0,3000.0,660000.0,275,270,304,263,212,52,90,40,1454,319,3,2,Medium,Medium,1,67,56.0,56,62,30,48
14986,26,60,63,Right,62,CB,275000.0,2000.0,408000.0,210,218,221,267,249,62,173,52,1390,299,3,2,Medium,Medium,1,34,35.0,46,50,58,76
14987,19,60,77,Right,61,CDM,600000.0,4000.0,1100000.0,260,288,337,285,276,58,176,59,1681,346,3,2,Medium,High,1,63,50.0,56,62,57,58
14988,20,60,75,Right,62,CB,550000.0,3000.0,1200000.0,230,222,307,324,251,59,177,56,1567,331,3,2,Medium,Medium,1,63,47.0,51,49,59,62
14989,19,60,77,Right,61,CAM,625000.0,4000.0,1200000.0,250,290,358,231,224,55,87,43,1483,313,3,2,Medium,Medium,1,70,53.0,54,68,27,41
14990,26,60,65,Right,62,CB,325000.0,900.0,318000.0,228,222,300,294,214,49,173,49,1480,330,3,2,Medium,High,1,60,42.0,46,56,59,67
14991,21,60,70,Left,61,CAM,550000.0,8000.0,683000.0,256,289,337,274,217,58,88,52,1513,329,5,3,Medium,Medium,1,73,56.0,56,62,28,54
14992,21,60,72,Right,61,RM,600000.0,2000.0,0.0,251,262,341,262,214,52,72,42,1444,318,4,2,Medium,Medium,1,76,41.0,55,62,27,57
14993,20,60,75,Left,62,CM,600000.0,3000.0,1200000.0,262,292,295,274,274,48,162,50,1609,342,2,3,Medium,Medium,1,64,48.0,58,61,55,56
14994,22,60,70,Left,60,LB,525000.0,500.0,705000.0,221,192,304,238,210,40,168,50,1383,305,2,2,Medium,Medium,1,63,25.0,46,56,56,59
14995,25,60,63,Right,62,ST,325000.0,1000.0,502000.0,263,262,346,293,226,47,55,45,1490,324,3,2,Medium,Medium,1,74,60.0,49,63,22,56
14996,25,60,61,Left,60,LM,300000.0,700.0,381000.0,240,267,350,290,246,58,96,45,1534,328,3,2,Medium,Medium,1,73,51.0,56,59,33,56
14998,17,60,77,Left,62,ST,625000.0,500.0,839000.0,254,241,318,314,206,49,51,52,1436,312,3,2,Medium,Medium,1,70,58.0,47,59,23,55
14999,18,60,76,Right,62,ST,625000.0,2000.0,1000000.0,282,246,247,277,248,58,76,49,1425,313,3,2,Medium,Low,1,59,60.0,50,56,29,59
15000,22,60,68,Right,60,GK,475000.0,3000.0,576000.0,63,71,177,173,78,25,32,297,891,316,3,1,Medium,Medium,1,57,53.0,62,68,19,57
15001,29,60,60,Right,60,GK,170000.0,1000.0,263000.0,58,58,164,164,88,28,30,301,863,329,2,1,Medium,Medium,1,61,60.0,59,61,28,60
15002,19,60,74,Left,60,LB,550000.0,500.0,1100000.0,230,268,330,288,225,50,168,54,1563,336,2,2,High,Medium,1,70,42.0,49,64,53,58
15003,18,60,78,Right,60,GK,550000.0,1000.0,919000.0,62,76,182,184,86,33,38,304,932,337,3,1,Medium,Medium,1,63,59.0,61,63,33,58
15004,27,60,62,Left,62,CB,250000.0,2000.0,402000.0,176,177,265,261,222,44,180,50,1331,285,2,2,Medium,High,1,53,26.0,34,42,60,70
15005,23,60,68,Left,61,CAM,550000.0,2000.0,525000.0,250,266,345,307,259,50,138,41,1606,350,3,2,Medium,Medium,1,72,50.0,57,60,45,66
15006,30,60,60,Left,60,RM,240000.0,3000.0,330000.0,247,274,346,269,229,56,110,53,1528,333,3,3,High,Medium,1,76,50.0,56,61,35,55
15007,17,60,83,Right,62,CB,725000.0,500.0,1200000.0,224,188,283,239,216,58,190,50,1390,295,2,2,Low,Medium,1,59,31.0,44,43,63,55
15009,23,60,67,Right,62,ST,500000.0,3000.0,540000.0,263,243,353,313,239,54,90,56,1557,339,2,2,Medium,Low,1,77,58.0,48,58,32,66
15010,29,60,60,Right,60,ST,250000.0,3000.0,347000.0,281,235,289,332,237,57,52,46,1472,309,4,2,High,Medium,1,57,62.0,46,58,23,63
15011,25,60,65,Right,60,RB,325000.0,1000.0,342000.0,214,251,381,276,232,41,173,40,1567,336,4,2,High,Medium,1,75,39.0,52,61,56,53
15012,22,60,71,Right,62,ST,550000.0,2000.0,578000.0,277,271,319,284,231,59,58,48,1488,317,3,3,Medium,Medium,1,65,60.0,54,63,22,53
15013,19,60,73,Right,62,CM,575000.0,3000.0,872000.0,255,272,298,313,260,61,166,55,1619,345,2,2,Medium,High,1,58,48.0,59,62,56,62
15015,22,60,69,Left,62,ST,550000.0,1000.0,504000.0,274,232,268,324,250,62,86,49,1483,319,2,2,Medium,Medium,1,58,58.0,48,56,32,67
15016,20,60,74,Right,63,CAM,600000.0,2000.0,956000.0,260,285,329,292,277,49,160,48,1651,348,3,3,High,High,1,67,51.0,59,65,51,55
15017,23,60,67,Right,64,RM,500000.0,1000.0,585000.0,275,290,362,311,250,60,131,62,1681,360,4,3,Medium,Medium,1,76,55.0,58,64,44,63
15018,18,60,76,Left,61,LM,625000.0,3000.0,946000.0,284,287,323,254,218,53,83,44,1493,319,3,2,Medium,Medium,1,69,60.0,58,64,27,41
15019,20,60,71,Right,62,CB,500000.0,1000.0,553000.0,193,178,250,272,212,56,184,52,1341,282,3,2,Medium,Medium,1,49,28.0,41,39,59,66
15021,32,60,60,Right,61,CM,0.0,0.0,0.0,264,285,343,331,263,65,158,55,1699,354,3,2,Medium,Medium,1,66,52.0,60,62,55,59
15022,28,60,60,Left,60,CDM,220000.0,3000.0,297000.0,238,247,296,280,268,50,176,59,1564,338,3,2,Medium,Medium,1,63,38.0,56,57,59,65
15023,20,60,75,Right,62,ST,600000.0,6000.0,1100000.0,239,226,357,308,208,49,47,57,1442,328,4,3,Medium,Medium,1,82,58.0,41,64,20,63
15024,24,60,65,Left,62,CAM,375000.0,1000.0,433000.0,262,250,309,275,231,58,73,54,1454,318,2,2,Medium,Medium,1,65,57.0,53,63,26,54
15025,25,60,63,Right,62,CAM,325000.0,500.0,556000.0,242,292,323,278,253,67,116,48,1552,333,3,3,Medium,Medium,1,70,57.0,58,58,38,52
15027,24,60,66,Right,64,ST,400000.0,900.0,454000.0,285,292,289,326,246,52,93,53,1584,345,4,3,High,Medium,1,70,62.0,55,58,34,66
15028,27,60,61,Right,61,CAM,275000.0,950.0,342000.0,266,289,318,283,276,62,125,51,1608,339,3,3,Medium,Medium,1,66,54.0,58,63,42,56
15029,20,60,72,Right,61,RM,600000.0,500.0,544000.0,246,249,352,245,245,52,138,41,1516,327,2,2,Medium,Medium,1,75,43.0,56,60,46,47
15031,19,60,77,Left,61,LWB,600000.0,650.0,950000.0,236,274,353,300,273,52,166,48,1650,349,3,2,Medium,Medium,1,73,44.0,56,60,55,61
15034,23,60,69,Right,62,CB,500000.0,2000.0,615000.0,174,198,278,270,231,51,181,58,1390,308,3,2,Medium,Medium,1,60,29.0,38,51,60,70
15035,27,60,63,Left,62,CM,275000.0,4000.0,397000.0,238,266,304,268,274,55,168,49,1567,337,2,2,Medium,Medium,1,59,42.0,58,62,55,61
15036,31,60,60,Right,60,CDM,170000.0,2000.0,248000.0,240,271,340,317,278,53,182,45,1673,358,3,2,Medium,High,1,69,51.0,53,58,60,67
15037,22,60,68,Right,60,RB,525000.0,1000.0,426000.0,205,210,333,217,226,55,175,50,1416,312,3,2,Medium,Medium,1,70,31.0,45,57,57,52
15038,21,60,74,Right,64,CAM,600000.0,1000.0,1200000.0,247,293,326,263,268,60,113,40,1550,338,3,3,High,Medium,1,65,55.0,61,65,39,53
15039,27,60,61,Right,61,CM,250000.0,1000.0,320000.0,253,282,337,283,270,60,175,53,1653,345,2,2,Medium,Medium,1,61,51.0,60,63,56,54
15040,19,60,75,Right,62,ST,600000.0,700.0,1200000.0,267,204,340,317,300,65,105,58,1591,338,3,2,Medium,Low,1,69,57.0,48,51,44,69
15041,23,60,67,Right,61,ST,500000.0,2000.0,0.0,298,269,342,250,210,44,68,55,1492,318,4,2,High,Medium,1,73,60.0,60,59,24,42
15042,23,60,67,Left,62,CAM,500000.0,1000.0,510000.0,261,271,315,286,228,59,128,61,1550,330,3,2,Medium,Medium,1,63,53.0,58,62,37,57
15043,22,60,70,Left,62,ST,550000.0,3000.0,715000.0,252,211,302,303,257,46,66,48,1439,322,2,2,High,Medium,1,74,55.0,38,51,29,75
15045,30,60,60,Right,60,ST,240000.0,800.0,290000.0,259,216,283,311,233,43,48,53,1403,303,3,2,Medium,Medium,1,63,63.0,41,53,21,62
15046,19,60,75,Right,65,CDM,575000.0,5000.0,1100000.0,270,280,332,319,275,54,187,56,1719,367,3,2,Medium,High,1,67,49.0,61,63,62,65
15048,21,60,73,Left,63,CB,575000.0,2000.0,872000.0,262,251,329,286,271,49,185,47,1631,359,3,2,Medium,High,1,77,46.0,58,54,60,64
15049,31,60,60,Right,60,GK,130000.0,3000.0,215000.0,80,78,232,208,107,59,47,294,1046,342,2,1,Medium,Medium,1,61,57.0,55,63,48,58
15050,21,60,71,Right,62,CAM,550000.0,500.0,508000.0,240,258,318,288,264,61,104,50,1522,326,3,3,Medium,Medium,1,64,51.0,58,62,34,57
15051,22,60,67,Right,62,CB,475000.0,900.0,536000.0,231,261,298,275,245,45,187,54,1551,335,3,2,Medium,High,1,61,42.0,53,60,61,58
15052,17,60,80,Right,61,CAM,675000.0,2000.0,1100000.0,240,271,343,219,219,50,78,47,1417,303,3,2,Medium,Medium,1,68,52.0,52,68,27,36
15053,31,60,60,Right,60,CM,200000.0,2000.0,351000.0,263,286,246,255,289,42,140,39,1518,325,3,2,Medium,Medium,1,47,50.0,59,60,52,57
15054,28,60,60,Right,60,RM,250000.0,500.0,452000.0,256,241,315,255,230,44,104,53,1454,319,3,3,Medium,Medium,1,68,48.0,58,56,34,55
15055,19,60,74,Right,62,CB,550000.0,2000.0,903000.0,214,190,264,249,197,51,177,58,1349,297,3,2,Medium,Medium,1,63,23.0,44,42,59,66
15056,20,60,70,Right,60,RB,525000.0,2000.0,585000.0,225,213,329,285,238,55,163,49,1502,330,2,2,Medium,Medium,1,72,36.0,49,53,54,66
15058,18,60,77,Right,60,GK,550000.0,500.0,954000.0,65,77,184,180,93,24,28,293,920,320,3,1,Medium,Medium,1,61,56.0,56,62,27,58
15059,21,60,71,Right,60,RB,525000.0,1000.0,504000.0,210,205,321,239,212,56,176,49,1412,307,2,2,Low,Medium,1,66,30.0,47,52,57,55
15060,18,60,76,Right,62,CAM,625000.0,2000.0,988000.0,268,307,311,247,241,64,127,50,1551,324,3,2,Medium,Medium,1,64,53.0,57,67,40,43
15061,16,60,73,Right,60,GK,475000.0,500.0,598000.0,66,70,172,173,104,22,31,293,909,316,2,1,Medium,Medium,1,61,56.0,57,60,23,59
15062,21,60,70,Left,65,CAM,550000.0,1000.0,748000.0,274,302,342,254,254,60,136,48,1610,337,3,3,Medium,Medium,1,65,54.0,61,68,41,48
15063,22,60,69,Right,62,CM,550000.0,750.0,504000.0,237,257,313,287,270,50,148,47,1559,336,3,2,Medium,Medium,1,64,50.0,54,61,50,57
15064,25,60,65,Left,62,CAM,375000.0,3000.0,419000.0,256,258,355,297,211,51,42,58,1477,321,2,2,Medium,Medium,1,79,59.0,48,65,17,53
15065,20,60,71,Right,60,RB,525000.0,3000.0,553000.0,214,242,346,245,237,43,177,48,1509,316,5,2,Medium,Medium,1,68,30.0,53,54,58,53
15066,25,60,63,Right,62,RM,300000.0,500.0,351000.0,264,275,355,321,247,45,155,41,1658,364,4,2,High,Medium,1,80,47.0,55,62,53,67
15067,30,60,60,Right,60,GK,160000.0,3000.0,231000.0,82,85,229,212,107,49,41,293,1049,339,2,1,Medium,Medium,1,59,57.0,55,58,46,64
15068,31,60,60,Right,60,ST,210000.0,2000.0,333000.0,269,244,349,319,236,56,58,44,1519,327,2,2,High,High,1,75,59.0,49,59,23,62
15069,18,60,82,Left,62,CB,750000.0,3000.0,1300000.0,197,170,260,261,207,51,177,52,1324,287,4,2,Low,High,1,54,29.0,40,42,59,63
15070,20,60,76,Left,60,LB,625000.0,1000.0,988000.0,223,263,351,235,272,48,166,51,1561,341,3,2,Medium,High,1,80,35.0,53,63,57,53
